sample_name,annual_precpt,annual_temp,bulk_elect_conductivity,collection_date,collection_time,cur_land_use,cur_vegetation,depth,ecoregion,elev,env_broad_scale,env_local_scale,env_medium,geo_loc_name,growth_facil,infiltration_1,infiltration_2,infiltration_notes,lat_lon,misc_param,other,other_treatment,previous_land_use,samp_store_temp,sample_collection_dev,sampling_set,shipped_sample_size,soil_type,soil_type_meth,storage_condt,temp,water_content,watering_regm,weather,agrochem_addition,chem_administration,crop_rotation,drainage_class,extreme_event,fao_class,fire,flooding,link_climate_info,neon_plot_id,previous_land_use_meth,season_precpt,season_temp,slope_aspect,slope_gradient,tillage
61257_6_B,,,0.151 mS/cm,2024-06-17,14:09:00 hh:mm:ss,crop trees,Eastern Cottonwood,0-20 cm,Southeast,139 m,__temperate woodland biome [ENVO:01000221],__terrace [ENVO:00000508],alluvial soil [ENVO:00002871],"United States: Mississippi, Pontotoc",field,09:08 mm:ss,failed,,"34.1374, -88.9964",,,,,4 C,slide hammer corer 7.5X30 cm,6,1 core,Inceptisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,37.6 C,0.224 m3/m3,,,,,,,,,,,,,,,,,,
61257_6_C1,,,0.151 mS/cm,2024-06-17,14:04:00 hh:mm:ss,crop trees,Eastern Cottonwood,0-10 cm,Southeast,139 m,__temperate woodland biome [ENVO:01000221],__terrace [ENVO:00000508],alluvial soil [ENVO:00002871],"United States: Mississippi, Pontotoc",field,09:08 mm:ss,failed,,"34.1374, -88.9964",,,,,4 C,hand collected 5X10 cm,6,1 core,Inceptisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,37.6 C,0.224 m3/m3,,,,,,,,,,,,,,,,,,
61257_6_C2,,,0.151 mS/cm,2024-06-17,14:04:00 hh:mm:ss,crop trees,Eastern Cottonwood,0-10 cm,Southeast,139 m,__temperate woodland biome [ENVO:01000221],__terrace [ENVO:00000508],alluvial soil [ENVO:00002871],"United States: Mississippi, Pontotoc",field,09:08 mm:ss,failed,,"34.1374, -88.9964",,,,,4 C,hand collected 5X10 cm,6,1 core,Inceptisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,37.6 C,0.224 m3/m3,,,,,,,,,,,,,,,,,,
61257_6_C3,,,0.151 mS/cm,2024-06-17,14:04:00 hh:mm:ss,crop trees,Eastern Cottonwood,0-10 cm,Southeast,139 m,__temperate woodland biome [ENVO:01000221],__terrace [ENVO:00000508],alluvial soil [ENVO:00002871],"United States: Mississippi, Pontotoc",field,09:08 mm:ss,failed,,"34.1374, -88.9964",,,,,4 C,hand collected 5X10 cm,6,1 core,Inceptisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,37.6 C,0.224 m3/m3,,,,,,,,,,,,,,,,,,
61257_6_C4,,,0.151 mS/cm,2024-06-17,14:04:00 hh:mm:ss,crop trees,Eastern Cottonwood,0-10 cm,Southeast,139 m,__temperate woodland biome [ENVO:01000221],__terrace [ENVO:00000508],alluvial soil [ENVO:00002871],"United States: Mississippi, Pontotoc",field,09:08 mm:ss,failed,,"34.1374, -88.9964",,,,,4 C,hand collected 5X10 cm,6,1 core,Inceptisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,37.6 C,0.224 m3/m3,,,,,,,,,,,,,,,,,,
61257_7_A,,,0.175 mS/cm,2024-06-17,14:21:00 hh:mm:ss,crop trees,Eastern Cottonwood,0-21 cm,Southeast,139 m,__temperate woodland biome [ENVO:01000221],__terrace [ENVO:00000508],alluvial soil [ENVO:00002871],"United States: Mississippi, Pontotoc",field,14:28 mm:ss,failed,,"34.1372, -88.9964",,,,,4 C,slide hammer corer 7.5X30 cm,7,1 core,Inceptisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,36.1 C,0.161 m3/m3,,,,,,,,,,,,,,,,,,
61257_7_B,,,0.175 mS/cm,2024-06-17,14:23:00 hh:mm:ss,crop trees,Eastern Cottonwood,0-22 cm,Southeast,139 m,__temperate woodland biome [ENVO:01000221],__terrace [ENVO:00000508],alluvial soil [ENVO:00002871],"United States: Mississippi, Pontotoc",field,14:28 mm:ss,failed,,"34.1372, -88.9964",,,,,4 C,slide hammer corer 7.5X30 cm,7,1 core,Inceptisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,36.1 C,0.161 m3/m3,,,,,,,,,,,,,,,,,,
61257_7_C1,,,0.175 mS/cm,2024-06-17,14:28:00 hh:mm:ss,crop trees,Eastern Cottonwood,0-10 cm,Southeast,139 m,__temperate woodland biome [ENVO:01000221],__terrace [ENVO:00000508],alluvial soil [ENVO:00002871],"United States: Mississippi, Pontotoc",field,14:28 mm:ss,failed,,"34.1372, -88.9964",,,,,4 C,hand collected 5X10 cm,7,1 core,Inceptisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,36.1 C,0.161 m3/m3,,,,,,,,,,,,,,,,,,
61257_7_C2,,,0.175 mS/cm,2024-06-17,14:28:00 hh:mm:ss,crop trees,Eastern Cottonwood,0-10 cm,Southeast,139 m,__temperate woodland biome [ENVO:01000221],__terrace [ENVO:00000508],alluvial soil [ENVO:00002871],"United States: Mississippi, Pontotoc",field,14:28 mm:ss,failed,,"34.1372, -88.9964",,,,,4 C,hand collected 5X10 cm,7,1 core,Inceptisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,36.1 C,0.161 m3/m3,,,,,,,,,,,,,,,,,,
61257_7_C3,,,0.175 mS/cm,2024-06-17,14:28:00 hh:mm:ss,crop trees,Eastern Cottonwood,0-10 cm,Southeast,139 m,__temperate woodland biome [ENVO:01000221],__terrace [ENVO:00000508],alluvial soil [ENVO:00002871],"United States: Mississippi, Pontotoc",field,14:28 mm:ss,failed,,"34.1372, -88.9964",,,,,4 C,hand collected 5X10 cm,7,1 core,Inceptisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,36.1 C,0.161 m3/m3,,,,,,,,,,,,,,,,,,
61257_7_C4,,,0.175 mS/cm,2024-06-17,14:28:00 hh:mm:ss,crop trees,Eastern Cottonwood,0-10 cm,Southeast,139 m,__temperate woodland biome [ENVO:01000221],__terrace [ENVO:00000508],alluvial soil [ENVO:00002871],"United States: Mississippi, Pontotoc",field,14:28 mm:ss,failed,,"34.1372, -88.9964",,,,,4 C,hand collected 5X10 cm,7,1 core,Inceptisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,36.1 C,0.161 m3/m3,,,,,,,,,,,,,,,,,,
61257_8_A,,,0.163 mS/cm,2024-06-17,15:13:00 hh:mm:ss,crop trees,Eastern Cottonwood,0-19 cm,Southeast,139 m,__temperate woodland biome [ENVO:01000221],__terrace [ENVO:00000508],alluvial soil [ENVO:00002871],"United States: Mississippi, Pontotoc",field,02:12 mm:ss,failed,,"34.1382, -88.9968",,,,,4 C,slide hammer corer 7.5X30 cm,8,1 core,Inceptisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,35.5 C,0.184 m3/m3,,,,,,,,,,,,,,,,,,
61257_8_B,,,0.163 mS/cm,2024-06-17,15:36:00 hh:mm:ss,crop trees,Eastern Cottonwood,0-18 cm,Southeast,139 m,__temperate woodland biome [ENVO:01000221],__terrace [ENVO:00000508],alluvial soil [ENVO:00002871],"United States: Mississippi, Pontotoc",field,02:12 mm:ss,failed,,"34.1382, -88.9968",,,,,4 C,slide hammer corer 7.5X30 cm,8,1 core,Inceptisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,35.5 C,0.184 m3/m3,,,,,,,,,,,,,,,,,,
61257_8_C1,,,0.163 mS/cm,2024-06-17,15:20:00 hh:mm:ss,crop trees,Eastern Cottonwood,0-10 cm,Southeast,139 m,__temperate woodland biome [ENVO:01000221],__terrace [ENVO:00000508],alluvial soil [ENVO:00002871],"United States: Mississippi, Pontotoc",field,02:12 mm:ss,failed,,"34.1382, -88.9968",,,,,4 C,hand collected 5X10 cm,8,1 core,Inceptisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,35.5 C,0.184 m3/m3,,,,,,,,,,,,,,,,,,
61257_8_C2,,,0.163 mS/cm,2024-06-17,15:20:00 hh:mm:ss,crop trees,Eastern Cottonwood,0-10 cm,Southeast,139 m,__temperate woodland biome [ENVO:01000221],__terrace [ENVO:00000508],alluvial soil [ENVO:00002871],"United States: Mississippi, Pontotoc",field,02:12 mm:ss,failed,,"34.1382, -88.9968",,,,,4 C,hand collected 5X10 cm,8,1 core,Inceptisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,35.5 C,0.184 m3/m3,,,,,,,,,,,,,,,,,,
61257_8_C3,,,0.163 mS/cm,2024-06-17,15:20:00 hh:mm:ss,crop trees,Eastern Cottonwood,0-10 cm,Southeast,139 m,__temperate woodland biome [ENVO:01000221],__terrace [ENVO:00000508],alluvial soil [ENVO:00002871],"United States: Mississippi, Pontotoc",field,02:12 mm:ss,failed,,"34.1382, -88.9968",,,,,4 C,hand collected 5X10 cm,8,1 core,Inceptisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,35.5 C,0.184 m3/m3,,,,,,,,,,,,,,,,,,
61257_8_C4,,,0.163 mS/cm,2024-06-17,15:20:00 hh:mm:ss,crop trees,Eastern Cottonwood,0-10 cm,Southeast,139 m,__temperate woodland biome [ENVO:01000221],__terrace [ENVO:00000508],alluvial soil [ENVO:00002871],"United States: Mississippi, Pontotoc",field,02:12 mm:ss,failed,,"34.1382, -88.9968",,,,,4 C,hand collected 5X10 cm,8,1 core,Inceptisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,35.5 C,0.184 m3/m3,,,,,,,,,,,,,,,,,,
61257_9_A,,,0.224 mS/cm,2024-06-17,15:43:00 hh:mm:ss,crop trees,Eastern Cottonwood,0-17 cm,Southeast,139 m,__temperate woodland biome [ENVO:01000221],__terrace [ENVO:00000508],alluvial soil [ENVO:00002871],"United States: Mississippi, Pontotoc",field,11:48 mm:ss,34:57 mm:ss,,"34.1381, -88.9968",,,,,4 C,slide hammer corer 7.5X30 cm,9,1 core,Inceptisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,37.2 C,0.224 m3/m3,,,,,,,,,,,,,,,,,,
61257_9_B,,,0.224 mS/cm,2024-06-17,15:46:00 hh:mm:ss,crop trees,Eastern Cottonwood,0-18 cm,Southeast,139 m,__temperate woodland biome [ENVO:01000221],__terrace [ENVO:00000508],alluvial soil [ENVO:00002871],"United States: Mississippi, Pontotoc",field,11:48 mm:ss,34:57 mm:ss,,"34.1381, -88.9968",,,,,4 C,slide hammer corer 7.5X30 cm,9,1 core,Inceptisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,37.2 C,0.224 m3/m3,,,,,,,,,,,,,,,,,,
61257_9_C1,,,0.224 mS/cm,2024-06-17,15:50:00 hh:mm:ss,crop trees,Eastern Cottonwood,0-10 cm,Southeast,139 m,__temperate woodland biome [ENVO:01000221],__terrace [ENVO:00000508],alluvial soil [ENVO:00002871],"United States: Mississippi, Pontotoc",field,11:48 mm:ss,34:57 mm:ss,,"34.1381, -88.9968",,,,,4 C,hand collected 5X10 cm,9,1 core,Inceptisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,37.2 C,0.224 m3/m3,,,,,,,,,,,,,,,,,,
61257_9_C2,,,0.224 mS/cm,2024-06-17,15:50:00 hh:mm:ss,crop trees,Eastern Cottonwood,0-10 cm,Southeast,139 m,__temperate woodland biome [ENVO:01000221],__terrace [ENVO:00000508],alluvial soil [ENVO:00002871],"United States: Mississippi, Pontotoc",field,11:48 mm:ss,34:57 mm:ss,,"34.1381, -88.9968",,,,,4 C,hand collected 5X10 cm,9,1 core,Inceptisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,37.2 C,0.224 m3/m3,,,,,,,,,,,,,,,,,,
61257_9_C3,,,0.224 mS/cm,2024-06-17,15:50:00 hh:mm:ss,crop trees,Eastern Cottonwood,0-10 cm,Southeast,139 m,__temperate woodland biome [ENVO:01000221],__terrace [ENVO:00000508],alluvial soil [ENVO:00002871],"United States: Mississippi, Pontotoc",field,11:48 mm:ss,34:57 mm:ss,,"34.1381, -88.9968",,,,,4 C,hand collected 5X10 cm,9,1 core,Inceptisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,37.2 C,0.224 m3/m3,,,,,,,,,,,,,,,,,,
61257_9_C4,,,0.224 mS/cm,2024-06-17,15:50:00 hh:mm:ss,crop trees,Eastern Cottonwood,0-10 cm,Southeast,139 m,__temperate woodland biome [ENVO:01000221],__terrace [ENVO:00000508],alluvial soil [ENVO:00002871],"United States: Mississippi, Pontotoc",field,11:48 mm:ss,34:57 mm:ss,,"34.1381, -88.9968",,,,,4 C,hand collected 5X10 cm,9,1 core,Inceptisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,37.2 C,0.224 m3/m3,,,,,,,,,,,,,,,,,,
61258_1_A,2050 mm,9.5 C,0.006 mS/cm,2024-06-17,10:21:00 hh:mm:ss,conifers,Douglas-fir,0-30 cm,Pacific Northwest,503 m,____mediterranean woodland biome [ENVO:01000208],__hillside [ENVO:01000333],forest soil [ENVO:00002261],"United States: Oregon, Blue River",field,00:08 mm:ss,00:22 mm:ss,,"44.217583, -122.260417",,,,"Clear-cut logging, 1975",4 C,slide hammer corer 7.5X30 cm,1,1 core,Inceptisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,14.0 C,0.255 m3/m3,,,,,,Well,,,,,,,https://andlter.forestry.oregonstate.edu/data/place.aspx?domain=place&dbcode=HF004&placeid=20,,,,0.844 percent,
61258_1_B,2050 mm,9.5 C,0.006 mS/cm,2024-06-17,10:21:00 hh:mm:ss,conifers,Douglas-fir,0-30 cm,Pacific Northwest,503 m,____mediterranean woodland biome [ENVO:01000208],__hillside [ENVO:01000333],forest soil [ENVO:00002261],"United States: Oregon, Blue River",field,00:08 mm:ss,00:22 mm:ss,,"44.217583, -122.260417",,,,"Clear-cut logging, 1975",4 C,slide hammer corer 7.5X30 cm,1,1 core,Inceptisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,14.0 C,0.255 m3/m3,,,,,,Well,,,,,,,https://andlter.forestry.oregonstate.edu/data/place.aspx?domain=place&dbcode=HF004&placeid=20,,,,0.844 percent,
61258_1_C1,2050 mm,9.5 C,0.006 mS/cm,2024-06-17,10:21:00 hh:mm:ss,conifers,Douglas-fir,0-10 cm,Pacific Northwest,503 m,____mediterranean woodland biome [ENVO:01000208],__hillside [ENVO:01000333],forest soil [ENVO:00002261],"United States: Oregon, Blue River",field,00:08 mm:ss,00:22 mm:ss,,"44.217583, -122.260417",,,,"Clear-cut logging, 1975",4 C,hand collected 5X10 cm,1,1 core,Inceptisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,14.0 C,0.255 m3/m3,,,,,,Well,,,,,,,https://andlter.forestry.oregonstate.edu/data/place.aspx?domain=place&dbcode=HF004&placeid=20,,,,0.844 percent,
61258_1_C2,2050 mm,9.5 C,0.006 mS/cm,2024-06-17,10:21:00 hh:mm:ss,conifers,Douglas-fir,0-10 cm,Pacific Northwest,503 m,____mediterranean woodland biome [ENVO:01000208],__hillside [ENVO:01000333],forest soil [ENVO:00002261],"United States: Oregon, Blue River",field,00:08 mm:ss,00:22 mm:ss,,"44.217583, -122.260417",,,,"Clear-cut logging, 1975",4 C,hand collected 5X10 cm,1,1 core,Inceptisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,14.0 C,0.255 m3/m3,,,,,,Well,,,,,,,https://andlter.forestry.oregonstate.edu/data/place.aspx?domain=place&dbcode=HF004&placeid=20,,,,0.844 percent,
61258_1_C3,2050 mm,9.5 C,0.006 mS/cm,2024-06-17,10:21:00 hh:mm:ss,conifers,Douglas-fir,0-10 cm,Pacific Northwest,503 m,____mediterranean woodland biome [ENVO:01000208],__hillside [ENVO:01000333],forest soil [ENVO:00002261],"United States: Oregon, Blue River",field,00:08 mm:ss,00:22 mm:ss,,"44.217583, -122.260417",,,,"Clear-cut logging, 1975",4 C,hand collected 5X10 cm,1,1 core,Inceptisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,14.0 C,0.255 m3/m3,,,,,,Well,,,,,,,https://andlter.forestry.oregonstate.edu/data/place.aspx?domain=place&dbcode=HF004&placeid=20,,,,0.844 percent,
61258_1_C4,2050 mm,9.5 C,0.006 mS/cm,2024-06-17,10:21:00 hh:mm:ss,conifers,Douglas-fir,0-10 cm,Pacific Northwest,503 m,____mediterranean woodland biome [ENVO:01000208],__hillside [ENVO:01000333],forest soil [ENVO:00002261],"United States: Oregon, Blue River",field,00:08 mm:ss,00:22 mm:ss,,"44.217583, -122.260417",,,,"Clear-cut logging, 1975",4 C,hand collected 5X10 cm,1,1 core,Inceptisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,14.0 C,0.255 m3/m3,,,,,,Well,,,,,,,https://andlter.forestry.oregonstate.edu/data/place.aspx?domain=place&dbcode=HF004&placeid=20,,,,0.844 percent,
61258_2_A,2050 mm,9.5 C,0.017 mS/cm,2024-06-17,11:20:00 hh:mm:ss,conifers,Douglas-fir,0-30 cm,Pacific Northwest,497 m,____mediterranean woodland biome [ENVO:01000208],__hillside [ENVO:01000333],forest soil [ENVO:00002261],"United States: Oregon, Blue River",field,00:06 mm:ss,00:09 mm:ss,,"44.217, -122.260417",,,,"Clear-cut logging, 1975",4 C,slide hammer corer 7.5X30 cm,2,1 core,Inceptisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,13.5 C,0.247 m3/m3,,,,,,Well,,,,,,,https://andlter.forestry.oregonstate.edu/data/place.aspx?domain=place&dbcode=HF004&placeid=20,,,,0.963 percent,
61258_2_B,2050 mm,9.5 C,0.017 mS/cm,2024-06-17,11:20:00 hh:mm:ss,conifers,Douglas-fir,0-30 cm,Pacific Northwest,497 m,____mediterranean woodland biome [ENVO:01000208],__hillside [ENVO:01000333],forest soil [ENVO:00002261],"United States: Oregon, Blue River",field,00:06 mm:ss,00:09 mm:ss,,"44.217, -122.260417",,,,"Clear-cut logging, 1975",4 C,slide hammer corer 7.5X30 cm,2,1 core,Inceptisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,13.5 C,0.247 m3/m3,,,,,,Well,,,,,,,https://andlter.forestry.oregonstate.edu/data/place.aspx?domain=place&dbcode=HF004&placeid=20,,,,0.963 percent,
61258_2_C1,2050 mm,9.5 C,0.017 mS/cm,2024-06-17,11:20:00 hh:mm:ss,conifers,Douglas-fir,0-10 cm,Pacific Northwest,497 m,____mediterranean woodland biome [ENVO:01000208],__hillside [ENVO:01000333],forest soil [ENVO:00002261],"United States: Oregon, Blue River",field,00:06 mm:ss,00:09 mm:ss,,"44.217, -122.260417",,,,"Clear-cut logging, 1975",4 C,hand collected 5X10 cm,2,1 core,Inceptisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,13.5 C,0.247 m3/m3,,,,,,Well,,,,,,,https://andlter.forestry.oregonstate.edu/data/place.aspx?domain=place&dbcode=HF004&placeid=20,,,,0.963 percent,
61258_2_C2,2050 mm,9.5 C,0.017 mS/cm,2024-06-17,11:20:00 hh:mm:ss,conifers,Douglas-fir,0-10 cm,Pacific Northwest,497 m,____mediterranean woodland biome [ENVO:01000208],__hillside [ENVO:01000333],forest soil [ENVO:00002261],"United States: Oregon, Blue River",field,00:06 mm:ss,00:09 mm:ss,,"44.217, -122.260417",,,,"Clear-cut logging, 1975",4 C,hand collected 5X10 cm,2,1 core,Inceptisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,13.5 C,0.247 m3/m3,,,,,,Well,,,,,,,https://andlter.forestry.oregonstate.edu/data/place.aspx?domain=place&dbcode=HF004&placeid=20,,,,0.963 percent,
61258_2_C3,2050 mm,9.5 C,0.017 mS/cm,2024-06-17,11:20:00 hh:mm:ss,conifers,Douglas-fir,0-10 cm,Pacific Northwest,497 m,____mediterranean woodland biome [ENVO:01000208],__hillside [ENVO:01000333],forest soil [ENVO:00002261],"United States: Oregon, Blue River",field,00:06 mm:ss,00:09 mm:ss,,"44.217, -122.260417",,,,"Clear-cut logging, 1975",4 C,hand collected 5X10 cm,2,1 core,Inceptisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,13.5 C,0.247 m3/m3,,,,,,Well,,,,,,,https://andlter.forestry.oregonstate.edu/data/place.aspx?domain=place&dbcode=HF004&placeid=20,,,,0.963 percent,
61258_3_A,2050 mm,9.5 C,0.000 mS/cm,2024-08-25,09:30:00 hh:mm:ss,conifers,Douglas-fir,0-30 cm,Pacific Northwest,503 m,____mediterranean woodland biome [ENVO:01000208],__hillside [ENVO:01000333],forest soil [ENVO:00002261],"United States: Oregon, Blue River",field,00:08 mm:ss,00:08 mm:ss,,"44.217583, -122.260417",,,,"Clear-cut logging, 1975",4 C,slide hammer corer 7.5X30 cm,3,1 core,Inceptisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,12.9 C,0.099 m3/m3,,,,,,Well,,,,,,,https://andlter.forestry.oregonstate.edu/data/place.aspx?domain=place&dbcode=HF004&placeid=20,,,100 degrees,0.844 percent,
61258_3_B,2050 mm,9.5 C,0.000 mS/cm,2024-08-25,09:30:00 hh:mm:ss,conifers,Douglas-fir,0-30 cm,Pacific Northwest,503 m,____mediterranean woodland biome [ENVO:01000208],__hillside [ENVO:01000333],forest soil [ENVO:00002261],"United States: Oregon, Blue River",field,00:08 mm:ss,00:08 mm:ss,,"44.217583, -122.260417",,,,"Clear-cut logging, 1975",4 C,slide hammer corer 7.5X30 cm,3,1 core,Inceptisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,12.9 C,0.099 m3/m3,,,,,,Well,,,,,,,https://andlter.forestry.oregonstate.edu/data/place.aspx?domain=place&dbcode=HF004&placeid=20,,,100 degrees,0.844 percent,
61258_3_C1,2050 mm,9.5 C,0.000 mS/cm,2024-08-25,09:30:00 hh:mm:ss,conifers,Douglas-fir,0-10 cm,Pacific Northwest,503 m,____mediterranean woodland biome [ENVO:01000208],__hillside [ENVO:01000333],forest soil [ENVO:00002261],"United States: Oregon, Blue River",field,00:08 mm:ss,00:08 mm:ss,,"44.217583, -122.260417",,,,"Clear-cut logging, 1975",4 C,hand collected 5X10 cm,3,1 core,Inceptisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,12.9 C,0.099 m3/m3,,,,,,Well,,,,,,,https://andlter.forestry.oregonstate.edu/data/place.aspx?domain=place&dbcode=HF004&placeid=20,,,100 degrees,0.844 percent,
61258_3_C2,2050 mm,9.5 C,0.000 mS/cm,2024-08-25,09:30:00 hh:mm:ss,conifers,Douglas-fir,0-10 cm,Pacific Northwest,503 m,____mediterranean woodland biome [ENVO:01000208],__hillside [ENVO:01000333],forest soil [ENVO:00002261],"United States: Oregon, Blue River",field,00:08 mm:ss,00:08 mm:ss,,"44.217583, -122.260417",,,,"Clear-cut logging, 1975",4 C,hand collected 5X10 cm,3,1 core,Inceptisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,12.9 C,0.099 m3/m3,,,,,,Well,,,,,,,https://andlter.forestry.oregonstate.edu/data/place.aspx?domain=place&dbcode=HF004&placeid=20,,,100 degrees,0.844 percent,
61258_3_C3,2050 mm,9.5 C,0.000 mS/cm,2024-08-25,09:30:00 hh:mm:ss,conifers,Douglas-fir,0-10 cm,Pacific Northwest,503 m,____mediterranean woodland biome [ENVO:01000208],__hillside [ENVO:01000333],forest soil [ENVO:00002261],"United States: Oregon, Blue River",field,00:08 mm:ss,00:08 mm:ss,,"44.217583, -122.260417",,,,"Clear-cut logging, 1975",4 C,hand collected 5X10 cm,3,1 core,Inceptisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,12.9 C,0.099 m3/m3,,,,,,Well,,,,,,,https://andlter.forestry.oregonstate.edu/data/place.aspx?domain=place&dbcode=HF004&placeid=20,,,100 degrees,0.844 percent,
61258_3_C4,2050 mm,9.5 C,0.000 mS/cm,2024-08-25,09:30:00 hh:mm:ss,conifers,Douglas-fir,0-10 cm,Pacific Northwest,503 m,____mediterranean woodland biome [ENVO:01000208],__hillside [ENVO:01000333],forest soil [ENVO:00002261],"United States: Oregon, Blue River",field,00:08 mm:ss,00:08 mm:ss,,"44.217583, -122.260417",,,,"Clear-cut logging, 1975",4 C,hand collected 5X10 cm,3,1 core,Inceptisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,12.9 C,0.099 m3/m3,,,,,,Well,,,,,,,https://andlter.forestry.oregonstate.edu/data/place.aspx?domain=place&dbcode=HF004&placeid=20,,,100 degrees,0.844 percent,
61258_4_A,2050 mm,9.5 C,0.000 mS/cm,2024-08-25,11:00:00 hh:mm:ss,conifers,Douglas-fir,0-30 cm,Pacific Northwest,497 m,____mediterranean woodland biome [ENVO:01000208],__hillside [ENVO:01000333],forest soil [ENVO:00002261],"United States: Oregon, Blue River",field,00:04 mm:ss,00:04 mm:ss,,"44.217, -122.260417",,,,"Clear-cut logging, 1975",4 C,slide hammer corer 7.5X30 cm,4,1 core,Inceptisol,https://www.nrcs.usda.gov/resources/education-and-teaching-materials/the-twelve-orders-of-soil-taxonomy,fresh,12.5 C,0.140 m3/m3,,,,,,Well,,,,,,,https://andlter.forestry.oregonstate.edu/data/place.aspx?domain=place&dbcode=HF004&placeid=20,,,281 degrees,0.963 percent,
