Proposal_ID,Sampling_Set,Core_Section,Sample_Name,Bulk_density_g_per_cm3,Beta_Glucosidase_ug_pNP_per_g_per_h,GWC_percent,HClExtOM_TOC_mg_per_kg,HClExtOM_TN_mg_per_kg,Ca_meq_per_100g,Mg_meq_per_100g,Na_meq_per_100g,K_meq_per_100g,SO4_S_mg_per_kg,B_mg_per_kg,Zn_mg_per_kg,Mn_mg_per_kg,Cu_mg_per_kg,Fe_mg_per_kg,MBC_mg_per_kg,MBN_mg_per_kg,NO3_N_mg_per_kg,NH4_N_mg_per_kg,PO4_P_mg_per_kg,pH,Sand_percent,Silt_percent,Clay_percent,WEOM_TOC_mg_per_kg,WEOM_TN_mg_per_kg,flag_Bulk_density,flag_Beta_Glucosidase,flag_GWC,flag_HClExtOM_TOC,flag_HClExtOM_TN,flag_Ca,flag_Mg,flag_Na,flag_K,flag_SO4S,flag_B,flag_Zn,flag_Mn,flag_Cu,flag_Fe,flag_MBC,flag_MBN,flag_NO3N,flag_NH4N,flag_P,flag_pH,flag_Texture,flag_WEOM_TOC,flag_WEOM_TN
61251,4,BTM,61251_4_BTM,0.6,,37.1,19242.77,416.83,,,,,,,,,,,466,41.69,0.36,8.03,97.24,5.41,,,,120.84,8.82,,Insufficient_Material,,,,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,,,,,,,Insufficient_Material,,
61251,5,TOP,61251_5_TOP,0.99,,14.23,2282.5,106.5,,,,,,,,,,,573.19,71.34,0.86,3.62,4.55,6.3,,,,90.31,10.55,,Insufficient_Material,,,,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,,,,,,,Insufficient_Material,,
61251,5,BTM,61251_5_BTM,0.99,,18.95,2865.8,146.01,8.95,0.98,0.06,0.09,6,0.17,0.2,0.5,1.5,41,136.94,20.8,0.41,1.76,0.26,7.86,,,,44.37,2.89,,Insufficient_Material,,,,,,,,,,,,,,,,,,,,Insufficient_Material,,
61251,6,TOP,61251_6_TOP,0.76,189.7,129.33,1652.41,106.57,22.78,4.46,0.08,0.15,4,0.26,0.9,5,0.9,93,406.06,54.46,1.88,4.23,3.3,7.65,45.8,36.3,18,190.4,18.46,,,,,,,,,,,,,,,,,,,,,,,,
61251,6,BTM,61251_6_BTM,1.14,,34.15,227.33,7.49,,,,,,,,,,,83.28,6.12,0.33,1.16,0.63,7.83,,,,29.05,1.29,,Insufficient_Material,,,,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,,,,,,,Insufficient_Material,,
61251,7,TOP,61251_7_TOP,1.28,,18.12,1501.55,90.4,5.84,1.15,0.06,0.25,1,0.07,1.3,5.8,0.1,28,464.44,62.25,0.07,4.87,11.43,5.27,,,,147.26,6.68,,Insufficient_Material,,,,,,,,,,,,,,,,,,,,Insufficient_Material,,
61251,7,BTM,61251_7_BTM,1.15,,9.73,1601.59,42.52,,,,,,,,,,,137.01,16.52,0.16,4.29,20.92,6.09,,,,56.7,3.05,,Insufficient_Material,,,,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,,,,,,,Insufficient_Material,,
61254,1,TOP,61254_1_TOP,1.55,217.9,5.26,4088.39,81.56,12.85,4.09,0.07,1.1,3,0.85,0.6,13.9,0.9,15,283.8,26.22,0.38,4.6,37.24,7.22,14.8,55,30.3,181.25,10.09,,,,,,,,,,,,,,,,,,,,,,,,
61254,1,BTM,61254_1_BTM,0.82,,7.39,4104.65,96.87,14.91,5.3,0.1,0.69,5,0.57,0.4,29.5,1.1,13,262.56,21.54,0.2,3.37,17.18,7.11,,,,187.76,8.95,,Insufficient_Material,,,,,,,,,,,,,,,,,,,,Insufficient_Material,,
61254,2,TOP,61254_2_TOP,0.75,,4.62,2550.65,73.78,10.64,3.08,0.13,0.79,4,0.23,0.5,16.3,0.9,25,129.55,12.38,0.16,3.53,7.11,6.87,,,,71.92,5.48,,Insufficient_Material,,,,,,,,,,,,,,,,,,,,Insufficient_Material,,
61254,2,BTM,61254_2_BTM,1.39,18,20.54,3106.06,51.73,10.22,3.36,0.13,0.37,3,0.19,0.1,15.3,1.1,27,88.53,5.29,0.19,2.06,2.34,6.76,12.9,54.9,32.3,18.33,1.4,,,,,,,,,,,,,,,,,,,,,,,,
61254,3,TOP,61254_3_TOP,1.42,192.2,3.11,3394.83,92.14,10.22,2.55,0.07,1.04,5,0.55,0.9,12.9,1.1,18,256.01,25.03,0.26,3.24,12.21,6.72,18.9,54.9,26.3,182.11,11.34,,,,,,,,,,,,,,,,,,,,,,,,
61254,3,BTM,61254_3_BTM,0.7,,4.15,3826.6,59.21,8.43,2.18,0.08,0.85,5,0.58,0.7,22.4,0.9,17,228.3,20.11,0.37,3.15,8.97,6.97,,,,228.62,10.67,,Insufficient_Material,,,,,,,,,,,,,,,,,,,,Insufficient_Material,,
61254,4,TOP,61254_4_TOP,0.67,,3.91,2666.76,49.37,10.81,3.56,0.12,0.44,4,0.22,0.5,12.8,1.1,23,121.61,12.87,0.37,3.48,9.64,6.76,,,,79.75,5.57,,Insufficient_Material,,,,,,,,,,,,,,,,,,,,Insufficient_Material,,
61254,4,BTM,61254_4_BTM,1.42,42.1,8.06,2706.93,46.42,11.84,3.84,0.15,0.26,3,0.19,0.2,32.3,1.2,22,110.06,6.45,0.11,2.66,1.17,6.79,14.6,51.2,34.3,127.02,7.57,,,,,,,,,,,,,,,,,,,,,,,,
61254,5,TOP,61254_5_TOP,1.36,199.2,3.64,2589.8,63.26,8.84,2.22,0.08,0.48,4,0.27,0.7,17,0.8,26,163.94,17.28,0.3,3.58,7.74,6.79,16.9,54.8,28.3,91.01,7.09,,,,,,,,,,,,,,,,,,,,,,,,
61254,5,BTM,61254_5_BTM,0.62,,4.91,2852.57,62.6,,,,,,,,,,,138.07,13.09,0.2,3.83,4.04,6.81,,,,83.91,5.94,,Insufficient_Material,,,,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,,,,,,,Insufficient_Material,,
61254,6,TOP,61254_6_TOP,1.48,211.6,7.62,3258.96,70.42,11.56,3.57,0.08,0.54,2,0.24,0.6,7.7,1,22,138.86,16.78,0.18,3.35,17.61,6.81,9.7,55.1,35.2,77.16,6.02,,,,,,,,,,,,,,,,,,,,,,,,
61254,6,BTM,61254_6_BTM,1.27,,6.83,2316.44,41.93,14.27,4.19,0.11,0.36,4,0.22,0.2,16.1,1.1,20,76.3,7.62,0.18,2.62,3.96,6.9,,,,32.8,2.44,,Insufficient_Material,,,,,,,,,,,,,,,,,,,,Insufficient_Material,,
61254,7,TOP,61254_7_TOP,1.21,400.6,4.16,3896.84,110.76,11.41,2.62,0.09,0.58,3,0.34,1.2,13.8,1,25,256.76,28.34,0.36,3.99,28.61,6.6,19.8,50,30.2,140.92,11.75,,,,,,,,,,,,,,,,,,,,,,,,
61254,7,BTM,61254_7_BTM,0.7,,5.37,3690.58,89.54,11.15,2.68,0.11,0.45,4,0.23,1,25.5,1.2,29,213.92,19.1,0.27,4.77,12.42,6.65,,,,235.04,12.77,,Insufficient_Material,,,,,,,,,,,,,,,,,,,,Insufficient_Material,,
61254,8,TOP,61254_8_TOP,1.49,242.6,2.82,2801.15,70.25,9.89,2.91,0.09,0.53,2,0.24,0.7,10.4,0.9,22,144.56,15.33,,,11.4,6.9,16.8,51,32.3,100.62,8.36,,,,,,,,,,,,,,,,,,Insufficient_Material,Insufficient_Material,,,,,
61254,8,BTM,61254_8_BTM,0.56,,3.67,3127.22,64.54,,,,,,,,,,,102.42,11.46,0.29,4.97,6.41,6.83,,,,82,14.97,,Insufficient_Material,,,,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,,,,,,,Insufficient_Material,,
61254,9,TOP,61254_9_TOP,1.81,130.1,2.7,2625,50.13,8.45,2.68,0.08,0.46,4,0.22,0.6,13.7,1.1,31,,,,,10.8,6.43,14.7,57.1,28.3,139.17,8.52,,,,,,,,,,,,,,,,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,,,,,
61254,9,BTM,61254_9_BTM,,,,,,,,,,,,,,,,,,,,,,,,,,,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material
61255,1,TOP,61255_1_TOP,1.73,31.7,1.78,363.45,28.89,14,1.03,0.04,0.79,3,0.66,0.5,2.1,0.5,2,148.77,12.15,,,3.7,8.66,53,26.8,20.3,148.46,4.63,,,,,,,,,,,,,,,,,,Insufficient_Material,Insufficient_Material,,,,,
61255,1,BTM,61255_1_BTM,1.14,,3.4,405.8,30.83,18.09,1.55,0.05,0.86,6,0.73,0.3,4,0.6,1,122.45,7.81,0.33,0.89,1.25,8.91,,,,132.4,3.74,,Insufficient_Material,,,,,,,,,,,,,,,,,,,,Insufficient_Material,,
61255,2,TOP,61255_2_TOP,0.31,33.9,1.12,311.64,31.6,9.79,0.77,0.04,0.6,2,0.34,0.4,1.7,0.3,2,95.8,10.7,,,1.9,8.83,70.8,15,14.3,109.18,4.46,,,,,,,,,,,,,,,,,,Insufficient_Material,Insufficient_Material,,,,,
61255,2,BTM,61255_2_BTM,1.06,,2.46,408.6,28.28,14.09,0.96,0.05,0.6,4,0.51,0.3,3.6,0.4,2,83.56,6.69,0.41,1.09,0.76,8.92,,,,98.71,3.07,,Insufficient_Material,,,,,,,,,,,,,,,,,,,,Insufficient_Material,,
61255,3,TOP,61255_3_TOP,2.26,51.8,1.37,163.67,28.33,10.01,0.8,0.05,0.45,6,0.39,0.5,1.8,0.4,3,121.6,12.91,,,1.98,8.61,66.9,16.9,16.3,115.2,5.05,,,,,,,,,,,,,,,,,,Insufficient_Material,Insufficient_Material,,,,,
61255,3,BTM,61255_3_BTM,,,,,,,,,,,,,,,,,,,,,,,,,,,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material
61255,4,TOP,61255_4_TOP,1.59,59.1,13.33,200.15,25.02,15.04,1.04,0.05,0.98,2,0.58,0.2,0.3,0.4,2,260.47,31.55,2.4,1.5,5.31,8.3,53.7,28.3,18,158.14,6.2,,,,,,,,,,,,,,,,,,,,,,,,
61255,4,BTM,61255_4_BTM,0.76,,13.88,535.84,44.04,,,,,,,,,,,213.49,20.72,4.72,2.44,1.47,8.4,,,,102.51,1.63,,Insufficient_Material,,,,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,,,,,,,Insufficient_Material,,
61255,5,TOP,61255_5_TOP,1.76,55.8,7.64,153.32,26.28,10.02,0.64,0.05,0.45,2,0.27,0.2,0.5,0.2,2,167.93,19.84,2.27,1,3.49,8.58,69.2,16.9,14,92.36,3.85,,,,,,,,,,,,,,,,,,,,,,,,
61255,5,BTM,61255_5_BTM,1.41,,9.8,260.26,25.6,12.89,0.89,0.05,0.39,3,0.46,0.1,0.6,0.3,1,136.11,13.81,1.84,1.02,1.12,8.55,,,,97.28,3.19,,Insufficient_Material,,,,,,,,,,,,,,,,,,,,Insufficient_Material,,
61255,6,TOP,61255_6_TOP,2.11,84.7,11.01,189.98,17.27,12.05,1.08,0.04,0.83,3,0.39,0.2,1.3,0.4,1,191.01,24.2,3.53,1.25,4.37,8.45,55.2,22.9,22,93.69,4.07,,,,,,,,,,,,,,,,,,,,,,,,
61255,6,BTM,61255_6_BTM,1.67,,12.98,232.84,21.52,15.61,1.2,0.05,0.58,3,0.42,0.1,0.8,0.6,3,102.11,9.11,0.9,1.52,0.89,8.3,,,,112.8,2.18,,Insufficient_Material,,,,,,,,,,,,,,,,,,,,Insufficient_Material,,
61255,7,TOP,61255_7_TOP,1.92,22.8,2.26,664.61,46.77,22.6,1.43,0.05,0.93,3,0.7,0.22,1.7,0.5,2,174.92,19.24,4.32,0.7,5.29,8.32,49.1,27,24,47.5,8.91,,,,,,,,,,,,,,,,,,,,,,,,
61255,7,BTM,61255_7_BTM,1.4,24,3.51,1438.43,83.56,,,,,,,,,,,321.93,26.22,2.64,1.13,3.37,8.24,45.1,29,26,63.14,7.41,,,,,,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,,,,,,,,,
61255,8,TOP,61255_8_TOP,2.43,25.2,1.92,248.99,24.28,15,1,0.11,0.47,3,0.25,0.17,1.3,0.2,1,82.45,11.17,2.61,0.94,2.42,8.58,69.2,16.9,14,36.86,6.43,,,,,,,,,,,,,,,,,,,,,,,,
61255,8,BTM,61255_8_BTM,1.27,16.6,2.28,413.96,24.97,21.4,1.22,0.02,0.47,2,0.41,0.05,1.4,0.3,2,70.1,8.25,0.66,0.7,1.01,8.69,65.3,14.8,20,32.92,3.23,,,,,,,,,,,,,,,,,,,,,,,,
61255,9,TOP,61255_9_TOP,2.17,39.6,1.04,176,16.79,10.8,0.92,0.07,0.41,2,0.3,0.22,1.3,0.4,2,81.34,10.04,1.04,1.03,2.58,8.63,65.2,20.9,14,36.29,4.76,,,,,,,,,,,,,,,,,,,,,,,,
61255,9,BTM,61255_9_BTM,1.43,27.8,2.68,483.88,30.51,,,,,,,,,,,91.01,9.88,0.64,0.88,0.94,8.6,57,19.1,24,51.48,5.07,,,,,,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,,,,,,,,,
61257,1,TOP,61257_1_TOP,1.45,58.9,15.92,734.18,47.27,3.27,0.97,0.04,0.54,10,0.22,1.6,21,1.1,46,,,0.11,15.67,2.95,5.52,15,56.7,28.3,83.73,2.32,,,,,,,,,,,,,,,,Failed_QC,Failed_QC,,,,,,,
61257,1,BTM,61257_1_BTM,0.92,,14.6,641.17,37.98,3.79,0.96,0.04,0.44,13,0.15,1,68.6,1.1,17,,,0.19,5.03,1.59,5.57,,,,35.49,1.46,,Insufficient_Material,,,,,,,,,,,,,,Failed_QC,Failed_QC,,,,,Insufficient_Material,,
61257,2,TOP,61257_2_TOP,1.45,36,12.3,772.89,37.38,3.44,1.04,0.04,0.32,9,0.09,0.5,31,0.8,11,,,0.15,11.14,1.33,5.81,12.9,55.2,32,31.07,1.03,,,,,,,,,,,,,,,,Failed_QC,Failed_QC,,,,,,,
61257,2,BTM,61257_2_BTM,0.91,,15.37,428.22,24.24,4.82,1.51,0.07,0.27,16,0.11,0.4,48.4,0.6,9,,,0.11,3.28,0.87,5.78,,,,25.57,0.88,,Insufficient_Material,,,,,,,,,,,,,,Failed_QC,Failed_QC,,,,,Insufficient_Material,,
61257,3,TOP,61257_3_TOP,1.6,33.4,14.38,626.27,39.42,3.34,1.1,0.06,0.33,13,0.95,0.2,53,0.9,21,,,0.04,18.52,2.04,5.7,16.8,47.2,36.1,24.65,0.92,,,,,,,,,,,,,,,,Failed_QC,Failed_QC,,,,,,,
61257,3,BTM,61257_3_BTM,0.64,,13.25,607.21,32.53,,,,,,,,,,,,,0.1,2.93,1.2,5.81,,,,24.12,1.23,,Insufficient_Material,,,,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Failed_QC,Failed_QC,,,,,Insufficient_Material,,
61257,4,TOP,61257_4_TOP,1.11,32.5,14.27,685.74,46.33,3.18,1.07,0.05,0.57,12,0.17,0.6,55,1.1,34,,,0.17,5.71,4.25,5.66,22.7,43.3,34.1,38.68,2.2,,,,,,,,,,,,,,,,Failed_QC,Failed_QC,,,,,,,
61257,4,BTM,61257_4_BTM,0.78,,15.9,442.55,24.1,2.75,0.87,0.06,0.21,3,0.92,0.01,30.5,0.8,15,,,0.06,3.01,1.61,5.6,,,,23.55,0.86,,Insufficient_Material,,,,,,,,,,,,,,Failed_QC,Failed_QC,,,,,Insufficient_Material,,
61257,5,TOP,61257_5_TOP,1.65,62.8,13.29,601.72,45.4,7.59,0.65,0.05,0.46,5,0.16,0.8,2.7,0.4,11,,,32.61,3.36,16.89,6.84,26.7,41.3,32.1,44.92,10.17,,,,,,,,,,,,,,,,Failed_QC,Failed_QC,,,,,,,
61257,5,BTM,61257_5_BTM,0.88,,13.52,385.34,25.19,6.2,0.4,0.04,0.14,5,0.17,0.3,13.6,0.4,9,,,2.6,1.9,2.41,6.89,,,,52.74,4.59,,Insufficient_Material,,,,,,,,,,,,,,Failed_QC,Failed_QC,,,,,Insufficient_Material,,
61257,6,TOP,61257_6_TOP,1.76,62.7,14.15,627.23,39.74,3.45,0.63,0.04,0.39,8,0.31,0.9,20.7,0.6,77,,,,,2.99,5.66,30.8,45.2,24.1,32.15,2.44,,,,,,,,,,,,,,,,Failed_QC,Failed_QC,Insufficient_Material,Insufficient_Material,,,,,
61257,6,BTM,61257_6_BTM,0.87,,13.84,401.5,24.12,3.52,0.5,0.06,0.27,10,0.18,0.3,35.7,0.5,18,,,,,1.94,5.73,,,,25.56,0.9,,Insufficient_Material,,,,,,,,,,,,,,Failed_QC,Failed_QC,Insufficient_Material,Insufficient_Material,,,Insufficient_Material,,
61257,7,TOP,61257_7_TOP,1.57,46.4,13.85,506.7,38.15,6.76,0.65,0.05,0.17,5,0.19,1,7.2,0.6,13,,,0.05,7.63,2.15,6.57,15,56.9,28.2,43.44,3.29,,,,,,,,,,,,,,,,Failed_QC,Failed_QC,,,,,,,
61257,7,BTM,61257_7_BTM,0.77,,14.13,566.97,39.55,7.17,0.46,0.05,0.08,4,0.19,0.6,6.5,0.6,7,,,0.39,2.92,2.33,6.85,,,,37.83,3.04,,Insufficient_Material,,,,,,,,,,,,,,Failed_QC,Failed_QC,,,,,Insufficient_Material,,
61257,8,TOP,61257_8_TOP,1.66,56,13.07,1050.87,75.66,4.28,0.56,0.03,0.41,7,0.49,1.4,7.9,0.9,161,,,,,14.04,5.78,23.2,50.7,26.2,52,5.35,,,,,,,,,,,,,,,,Failed_QC,Failed_QC,Insufficient_Material,Insufficient_Material,,,,,
61257,8,BTM,61257_8_BTM,0.76,,12.47,1114.67,82.92,4.7,0.52,0.08,0.31,2,0.14,1.11,18.8,1,79,,,0.15,5.29,8.89,6.26,,,,50.61,5.14,,Insufficient_Material,,,,,,,,,,,,,,Failed_QC,Failed_QC,,,,,Insufficient_Material,,
61257,9,TOP,61257_9_TOP,1.51,53.5,14.06,1179.54,85.54,3.76,0.54,0.04,0.39,9,0.4,0.7,6.3,0.7,119,,,,,6.13,5.66,23.1,50.7,26.2,33.74,3.33,,,,,,,,,,,,,,,,Failed_QC,Failed_QC,Insufficient_Material,Insufficient_Material,,,,,
61257,9,BTM,61257_9_BTM,1,,13.96,631.55,43.27,3.8,0.42,0.05,0.26,11,0.26,0.3,16.7,0.9,65,,,0.08,2.69,3.3,5.51,,,,20.65,1.13,,Insufficient_Material,,,,,,,,,,,,,,Failed_QC,Failed_QC,,,,,Insufficient_Material,,
61258,1,TOP,61258_1_TOP,1.2,,36.37,1560.22,58.16,3.79,1.21,0.05,0.56,4,0.14,0.1,12.5,0.3,20,92.75,12.63,0.07,3.49,19.14,6.69,,,,125.15,2.22,,Insufficient_Material,,,,,,,,,,,,,,,,,,,,Insufficient_Material,,
61258,1,BTM,61258_1_BTM,1.01,,31.12,1963.27,61.49,,,,,,,,,,,62.23,8.91,0.21,5.27,4.81,6.16,,,,88.74,1.73,,Insufficient_Material,,,,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,,,,,,,Insufficient_Material,,
61258,2,TOP,61258_2_TOP,1.72,,40.93,3444.3,97.73,4.64,1.06,0.04,0.74,4,0.14,0.3,11.7,0.3,35,131.87,19.63,0.21,5.68,47.96,6.11,,,,119.44,6.09,,Insufficient_Material,,,,,,,,,,,,,,,,,,,,Insufficient_Material,,
61258,2,BTM,61258_2_BTM,1.71,,42.82,4394.25,104.67,,,,,,,,,,,104.29,17.59,0.3,4,23.32,6.58,,,,98.08,2.6,,Insufficient_Material,,,,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,,,,,,,Insufficient_Material,,
61258,3,TOP,61258_3_TOP,1.48,151.5,29.21,2065.89,70.54,,,,,,,,,,,352.92,35.97,0.47,6.48,21.66,5.51,32.1,31.3,36.7,146.87,6.74,,,,,,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,,,,,,,,,
61258,3,BTM,61258_3_BTM,1.04,,21.48,835.5,25.98,,,,,,,,,,,114.85,15.69,0.64,6.74,3.93,6.65,,,,38.66,2.17,,Insufficient_Material,,,,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,,,,,,,Insufficient_Material,,
61258,4,TOP,61258_4_TOP,1.28,82.5,33.68,2857.71,87.18,6.5,1.31,0.14,0.67,3,0.11,0.39,33,0.3,50,101.32,11.6,0.4,6.35,41.5,5.94,31.4,33.6,35,62.17,3.39,,,,,,,,,,,,,,,,,,,,,,,,
61258,4,BTM,61258_4_BTM,0.96,,25.19,2457.06,67.49,,,,,,,,,,,86.37,10.24,0.98,14.24,19.15,5.58,,,,120.65,3.41,,Insufficient_Material,,,,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,,,,,,,Insufficient_Material,,
61258,5,TOP,61258_5_TOP,1.53,141.6,30.77,1991.63,62.43,,,,,,,,,,,282.34,21.73,0.79,5.2,16.45,5.88,35.6,34.3,30.2,222.83,6.8,,,,,,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,,,,,,,,,
61258,5,BTM,61258_5_BTM,1.29,,32.32,915.71,24.84,,,,,,,,,,,82.6,13.41,0.25,1.62,6.02,6.37,,,,31.27,0.86,,Insufficient_Material,,,,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,,,,,,,Insufficient_Material,,
61258,6,TOP,61258_6_TOP,1.38,141.3,53.69,1881.91,56.04,,,,,,,,,,,241.38,38.49,0.69,5.74,37.03,6.43,35.6,35.7,28.7,85.12,4.31,,,,,,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,,,,,,,,,
61258,6,BTM,61258_6_BTM,1.3,,37.56,1227.32,30.36,,,,,,,,,,,144.38,18.12,,,27.41,6.42,,,,53.26,1.93,,Insufficient_Material,,,,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,,,Insufficient_Material,Insufficient_Material,,,Insufficient_Material,,
61343,1,TOP,61343_1_TOP,1.35,41.2,28.48,2393.24,79.14,7.1,1.4,0.11,0.68,3,0.17,0.86,25.5,0.2,47,74.93,17.99,0.2,2.93,82.48,6.59,25.1,42.9,32,49.8,1.48,,,,,,,,,,,,,,,,,,,,,,,,
61343,1,BTM,61343_1_BTM,1.24,10.6,18,874.47,22.94,2.7,1.19,0.08,0.27,3,0.05,0.33,28.1,0.3,18,138.51,10.98,0.27,2.34,2.39,5.37,19.3,40.7,40.1,21.4,0.52,,,,,,,,,,,,,,,,,,,,,,,,
61343,2,TOP,61343_2_TOP,1.54,20.6,36.52,1024.87,32.21,5.7,2,0.07,0.86,3,0.05,0.11,43.2,0.1,6,103.72,10.52,0.32,3.67,10.26,6.04,16.8,33.2,50.1,17.05,0.81,,,,,,,,,,,,,,,,,,,,,,,,
61343,2,BTM,61343_2_BTM,1.29,4.9,33.48,506.07,22.39,4.6,1.98,0.07,0.83,3,0.05,0.05,138.5,0.1,1,36.55,6.31,0.39,10.26,3.62,6.44,14.2,28.3,57.6,15.94,1.17,,,,,,,,,,,,,,,,,,,,,,,,
61343,3,TOP,61343_3_TOP,1.36,50.6,32.38,2718.08,73.28,8,1.63,0.05,0.88,3,0.13,0.82,30.8,0.2,35,85.36,17.06,0.09,3.25,35.85,6.4,20.9,43.1,36.1,36.23,1.56,,,,,,,,,,,,,,,,,,,,,,,,
61343,3,BTM,61343_3_BTM,0.78,17.8,20.1,1472.7,26.96,,,,,,,,,,,160.89,11,0.34,3.4,21.4,5.5,31.1,32.9,36.1,46.62,1.11,,,,,,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,Insufficient_Material,,,,,,,,,
61343,4,TOP,61343_4_TOP,1.01,126.6,35.64,8116.65,236.36,11.9,2.17,0.09,1.59,3,0.18,1.56,108.2,0.4,34,299.87,31.69,0.15,6.61,,6.21,31.1,34.9,34.1,170.19,5.63,,,,,,,,,,,,,,,,,,,,Data_Not_Available,,,,
61343,4,BTM,61343_4_BTM,1.37,39.5,23.81,4323.97,125.45,12.3,2.26,0.12,1.63,3,0.17,0.35,17.9,0.3,17,192.2,17.81,0.48,5.8,14.29,6.76,27.1,30.9,42.1,58.5,3.75,,,,,,,,,,,,,,,,,,,,,,,,
61343,5,TOP,61343_5_TOP,1.39,86.4,31.2,4307.79,150.51,7.5,1.65,0.09,1.16,3,0.12,0.43,44.5,0.2,25,146.72,30.24,0.75,7.69,16.22,6.45,33,35,32.1,31.59,2.82,,,,,,,,,,,,,,,,,,,,,,,,
61343,5,BTM,61343_5_BTM,1.18,19.5,21.86,1994.44,70.07,5.1,1.69,0.04,0.71,3,0.09,0.11,21.9,0.2,11,135.79,19.89,0.17,3.55,1.7,6.49,21.3,28.7,50.1,114.92,1.15,,,,,,,,,,,,,,,,,,,,,,,,
